accession,component,length_bp
NZ_JAFEVG010000049.1,Wolbachia_genes,3165
NZ_JAFEVG010000048.1,Wolbachia_genes,3232
NZ_JAFEVG010000047.1,Wolbachia_genes,3250
NZ_JAFEVG010000046.1,Wolbachia_genes,3285
NZ_JAFEVG010000045.1,Wolbachia_genes,3466
NZ_JAFEVG010000044.1,Wolbachia_genes,3872
NZ_JAFEVG010000043.1,Wolbachia_genes,3976
NZ_JAFEVG010000042.1,Wolbachia_genes,4062
NZ_JAFEVG010000041.1,Wolbachia_genes,4160
NZ_JAFEVG010000040.1,Wolbachia_genes,4528
NZ_JAFEVG010000039.1,Wolbachia_genes,4600
NZ_JAFEVG010000038.1,Wolbachia_genes,4607
NZ_JAFEVG010000037.1,Wolbachia_genes,4793
NZ_JAFEVG010000036.1,Wolbachia_genes,5036
NZ_JAFEVG010000035.1,Wolbachia_genes,5319
NZ_JAFEVG010000034.1,Wolbachia_genes,5414
NZ_JAFEVG010000033.1,Wolbachia_genes,5571
NZ_JAFEVG010000032.1,Wolbachia_genes,5622
NZ_JAFEVG010000031.1,Wolbachia_genes,5652
NZ_JAFEVG010000030.1,Wolbachia_genes,5686
NZ_JAFEVG010000029.1,Wolbachia_genes,6147
NZ_JAFEVG010000028.1,Wolbachia_genes,6722
NZ_JAFEVG010000027.1,Wolbachia_genes,7203
NZ_JAFEVG010000026.1,Wolbachia_genes,7594
NZ_JAFEVG010000025.1,Wolbachia_genes,7952
NZ_JAFEVF010000071.1,Wolbachia_genes,2524
NZ_JAFEVF010000070.1,Wolbachia_genes,2625
NZ_JAFEVF010000069.1,Wolbachia_genes,2626
NZ_JAFEVF010000068.1,Wolbachia_genes,2820
NZ_JAFEVF010000067.1,Wolbachia_genes,2939
NZ_JAFEVF010000066.1,Wolbachia_genes,3054
NZ_JAFEVF010000065.1,Wolbachia_genes,3170
NZ_JAFEVF010000064.1,Wolbachia_genes,3307
NZ_JAFEVF010000063.1,Wolbachia_genes,3328
NZ_JAFEVF010000062.1,Wolbachia_genes,3449
NZ_JAFEVF010000061.1,Wolbachia_genes,3455
NZ_JAFEVF010000060.1,Wolbachia_genes,3457
NZ_JAFEVF010000059.1,Wolbachia_genes,3561
NZ_JAFEVF010000058.1,Wolbachia_genes,3588
NZ_JAFEVF010000057.1,Wolbachia_genes,3764
NZ_JAFEVF010000056.1,Wolbachia_genes,3800
NZ_JAFEVF010000055.1,Wolbachia_genes,3890
NZ_JAFEVF010000054.1,Wolbachia_genes,4068
NZ_JAFEVF010000053.1,Wolbachia_genes,4325
NZ_JAFEVF010000052.1,Wolbachia_genes,4420
NZ_JAFEVF010000051.1,Wolbachia_genes,4509
NZ_JAFEVF010000050.1,Wolbachia_genes,4802
NZ_JAFEVF010000049.1,Wolbachia_genes,4851
NZ_JAFEVF010000048.1,Wolbachia_genes,4941
NZ_JAFEVF010000047.1,Wolbachia_genes,5063
NZ_JAFEVF010000046.1,Wolbachia_genes,5196
NZ_JAFEVF010000045.1,Wolbachia_genes,5292
NZ_JAFEVF010000044.1,Wolbachia_genes,5521
NZ_JAFEVF010000043.1,Wolbachia_genes,5953
NZ_JAFEVF010000042.1,Wolbachia_genes,6036
NZ_JAFEVF010000041.1,Wolbachia_genes,6244
NZ_JAFEVF010000040.1,Wolbachia_genes,6791
NZ_JAFEVF010000039.1,Wolbachia_genes,7329
NZ_JAFEVF010000038.1,Wolbachia_genes,7330
NZ_JAFEVF010000037.1,Wolbachia_genes,7357
NZ_JAFEVF010000036.1,Wolbachia_genes,7446
NZ_JAFEVF010000035.1,Wolbachia_genes,7705
NZ_JAFEVE010000025.1,Wolbachia_genes,1339
NZ_JAFEVE010000024.1,Wolbachia_genes,1443
NZ_JAFEVE010000023.1,Wolbachia_genes,2046
NZ_JAFEVE010000022.1,Wolbachia_genes,2087
NZ_JAFEVE010000021.1,Wolbachia_genes,2749
NZ_JAFEVE010000020.1,Wolbachia_genes,2926
NZ_JAFEVE010000019.1,Wolbachia_genes,3571
NZ_JAFEVE010000018.1,Wolbachia_genes,3666
NZ_JAFEVE010000017.1,Wolbachia_genes,3850
NZ_JAFEVE010000016.1,Wolbachia_genes,4808
NZ_JAFEVE010000015.1,Wolbachia_genes,5839
NZ_JAFEVE010000014.1,Wolbachia_genes,7125
NZ_JAEUFH010000010.1,Wolbachia_genes,3664
NZ_JAEUFH010000009.1,Wolbachia_genes,5628
NZ_JAEUFH010000008.1,Wolbachia_genes,5635
NZ_JAATLC010000015.1,Wolbachia_genes,4297
NZ_JBFTEN010000049.1,Wolbachia_genes,593
NZ_JBFTEN010000048.1,Wolbachia_genes,637
NZ_JBFTEN010000047.1,Wolbachia_genes,639
NZ_JBFTEN010000046.1,Wolbachia_genes,694
NZ_JBFTEN010000045.1,Wolbachia_genes,731
NZ_JBFTEN010000042.1,Wolbachia_genes,1553
NZ_JBFTEN010000041.1,Wolbachia_genes,1557
NZ_JBFTEN010000040.1,Wolbachia_genes,3226
NZ_JBFTEN010000039.1,Wolbachia_genes,3278
NZ_JBFTEN010000038.1,Wolbachia_genes,3680
NZ_JBFTEN010000037.1,Wolbachia_genes,3875
NZ_JBFTEN010000036.1,Wolbachia_genes,4242
NZ_JBFTEN010000035.1,Wolbachia_genes,4264
NZ_JBFTEN010000034.1,Wolbachia_genes,4511
NZ_JBFTEN010000033.1,Wolbachia_genes,5598
NZ_JAUCRB010000013.1,Wolbachia_genes,625
NZ_JAUCRB010000012.1,Wolbachia_genes,669
NZ_JAUCRB010000011.1,Wolbachia_genes,1430
NZ_JAUCRB010000010.1,Wolbachia_genes,1692
NZ_JAUCRB010000009.1,Wolbachia_genes,1850
NZ_JAUCRB010000008.1,Wolbachia_genes,4869
NZ_BQXG01000007.1,Wolbachia_genes,3341
NZ_JAHDJT010000185.1,Wolbachia_genes,615
NZ_JAHDJT010000184.1,Wolbachia_genes,619
NZ_JAHDJT010000183.1,Wolbachia_genes,640
NZ_JAHDJT010000182.1,Wolbachia_genes,697
NZ_JAHDJT010000181.1,Wolbachia_genes,719
NZ_JAHDJT010000180.1,Wolbachia_genes,816
NZ_JAHDJT010000179.1,Wolbachia_genes,918
NZ_JAHDJT010000178.1,Wolbachia_genes,982
NZ_JAHDJT010000177.1,Wolbachia_genes,990
NZ_JAHDJT010000176.1,Wolbachia_genes,1020
NZ_JAHDJT010000175.1,Wolbachia_genes,1164
NZ_JAHDJT010000174.1,Wolbachia_genes,1185
NZ_JAHDJT010000173.1,Wolbachia_genes,1261
NZ_JAHDJT010000172.1,Wolbachia_genes,1261
NZ_JAHDJT010000171.1,Wolbachia_genes,1306
NZ_JAHDJT010000170.1,Wolbachia_genes,1321
NZ_JAHDJT010000169.1,Wolbachia_genes,1335
NZ_JAHDJT010000168.1,Wolbachia_genes,1360
NZ_JAHDJT010000167.1,Wolbachia_genes,1476
NZ_JAHDJT010000166.1,Wolbachia_genes,1573
NZ_JAHDJT010000165.1,Wolbachia_genes,1600
NZ_JAHDJT010000164.1,Wolbachia_genes,1603
NZ_JAHDJT010000163.1,Wolbachia_genes,1617
NZ_JAHDJT010000162.1,Wolbachia_genes,1668
NZ_JAHDJT010000161.1,Wolbachia_genes,1683
NZ_JAHDJT010000160.1,Wolbachia_genes,1867
NZ_JAHDJT010000159.1,Wolbachia_genes,1890
NZ_JAHDJT010000158.1,Wolbachia_genes,1912
NZ_JAHDJT010000157.1,Wolbachia_genes,1932
NZ_JAHDJT010000156.1,Wolbachia_genes,2044
NZ_JAHDJT010000155.1,Wolbachia_genes,2055
NZ_JAHDJT010000154.1,Wolbachia_genes,2106
NZ_JAHDJT010000153.1,Wolbachia_genes,2338
NZ_JAHDJT010000152.1,Wolbachia_genes,2358
NZ_JAHDJT010000151.1,Wolbachia_genes,2361
NZ_JAHDJT010000150.1,Wolbachia_genes,2389
NZ_JAHDJT010000149.1,Wolbachia_genes,2403
NZ_JAHDJT010000148.1,Wolbachia_genes,2433
NZ_JAHDJT010000147.1,Wolbachia_genes,2464
NZ_JAHDJT010000146.1,Wolbachia_genes,2534
NZ_JAHDJT010000145.1,Wolbachia_genes,2609
NZ_JAHDJT010000144.1,Wolbachia_genes,2637
NZ_JAHDJT010000143.1,Wolbachia_genes,2648
NZ_JAHDJT010000142.1,Wolbachia_genes,2827
NZ_JAHDJT010000141.1,Wolbachia_genes,2933
NZ_JAHDJT010000140.1,Wolbachia_genes,3049
NZ_JAHDJT010000139.1,Wolbachia_genes,3063
NZ_JAHDJT010000138.1,Wolbachia_genes,3151
NZ_JAHDJT010000137.1,Wolbachia_genes,3199
NZ_JAHDJT010000136.1,Wolbachia_genes,3234
NZ_JAHDJT010000135.1,Wolbachia_genes,3244
NZ_JAHDJT010000134.1,Wolbachia_genes,3246
NZ_JAHDJT010000133.1,Wolbachia_genes,3284
NZ_JAHDJT010000132.1,Wolbachia_genes,3313
NZ_JAHDJT010000131.1,Wolbachia_genes,3337
NZ_JAHDJT010000130.1,Wolbachia_genes,3339
NZ_JAHDJT010000129.1,Wolbachia_genes,3407
NZ_JAHDJT010000128.1,Wolbachia_genes,3486
NZ_JAHDJT010000127.1,Wolbachia_genes,3494
NZ_JAHDJT010000126.1,Wolbachia_genes,3665
NZ_JAHDJT010000125.1,Wolbachia_genes,3682
NZ_JAHDJT010000124.1,Wolbachia_genes,3689
NZ_JAHDJT010000123.1,Wolbachia_genes,3709
NZ_JAHDJT010000122.1,Wolbachia_genes,3716
NZ_JAHDJT010000121.1,Wolbachia_genes,3904
NZ_JAHDJT010000120.1,Wolbachia_genes,3998
NZ_JAHDJT010000119.1,Wolbachia_genes,4003
NZ_JAHDJT010000118.1,Wolbachia_genes,4012
NZ_JAHDJT010000117.1,Wolbachia_genes,4133
NZ_JAHDJT010000116.1,Wolbachia_genes,4136
NZ_JAHDJT010000115.1,Wolbachia_genes,4220
NZ_JAHDJT010000114.1,Wolbachia_genes,4281
NZ_JAHDJT010000113.1,Wolbachia_genes,4293
NZ_JAHDJT010000112.1,Wolbachia_genes,4343
NZ_JAHDJT010000111.1,Wolbachia_genes,4387
NZ_JAHDJT010000110.1,Wolbachia_genes,4531
NZ_JAHDJT010000109.1,Wolbachia_genes,4562
NZ_JAHDJT010000108.1,Wolbachia_genes,4801
NZ_JAHDJT010000107.1,Wolbachia_genes,4839
NZ_JAHDJT010000106.1,Wolbachia_genes,4967
NZ_JAHDJT010000105.1,Wolbachia_genes,5018
NZ_JAHDJT010000104.1,Wolbachia_genes,5165
NZ_JAHDJT010000103.1,Wolbachia_genes,5205
NZ_JAHDJT010000102.1,Wolbachia_genes,5206
NZ_JAHDJT010000101.1,Wolbachia_genes,5220
NZ_JAHDJT010000100.1,Wolbachia_genes,5289
NZ_JAHDJT010000099.1,Wolbachia_genes,5306
NZ_JAHDJT010000098.1,Wolbachia_genes,5306
NZ_JAHDJT010000097.1,Wolbachia_genes,5417
NZ_JAHDJT010000096.1,Wolbachia_genes,5522
NZ_JAHDJT010000095.1,Wolbachia_genes,5555
NZ_JAHDJT010000094.1,Wolbachia_genes,5636
NZ_JAHDJT010000093.1,Wolbachia_genes,5662
NZ_JAHDJT010000092.1,Wolbachia_genes,5680
NZ_JAHDJT010000091.1,Wolbachia_genes,5700
NZ_JAHDJT010000090.1,Wolbachia_genes,5718
NZ_JAHDJT010000089.1,Wolbachia_genes,5762
NZ_JAHDJT010000088.1,Wolbachia_genes,5885
NZ_JAHDJT010000087.1,Wolbachia_genes,5895
NZ_JAHDJT010000086.1,Wolbachia_genes,5941
NZ_JAHDJT010000085.1,Wolbachia_genes,6025
NZ_JAHDJT010000084.1,Wolbachia_genes,6102
NZ_JAHDJT010000083.1,Wolbachia_genes,6146
NZ_JAHDJT010000082.1,Wolbachia_genes,6316
NZ_JAHDJT010000081.1,Wolbachia_genes,6471
NZ_JAHDJT010000080.1,Wolbachia_genes,6475
NZ_JAHDJT010000079.1,Wolbachia_genes,6477
NZ_JAHDJT010000078.1,Wolbachia_genes,6510
NZ_JAHDJT010000077.1,Wolbachia_genes,6619
NZ_JAHDJT010000076.1,Wolbachia_genes,6662
NZ_JAHDJT010000075.1,Wolbachia_genes,6665
NZ_JAHDJT010000074.1,Wolbachia_genes,6745
NZ_JAHDJT010000073.1,Wolbachia_genes,6774
NZ_JAHDJT010000072.1,Wolbachia_genes,6798
NZ_JAHDJT010000071.1,Wolbachia_genes,6799
NZ_JAHDJT010000070.1,Wolbachia_genes,6822
NZ_JAHDJT010000069.1,Wolbachia_genes,7083
NZ_JAHDJT010000068.1,Wolbachia_genes,7086
NZ_JAHDJT010000067.1,Wolbachia_genes,7096
NZ_JAHDJT010000066.1,Wolbachia_genes,7115
NZ_JAHDJT010000065.1,Wolbachia_genes,7118
NZ_JAHDJT010000064.1,Wolbachia_genes,7324
NZ_JAHDJT010000063.1,Wolbachia_genes,7556
NZ_JAHDJT010000062.1,Wolbachia_genes,7572
NZ_JAHDJT010000061.1,Wolbachia_genes,7696
NZ_JAHDJT010000060.1,Wolbachia_genes,7705
NZ_JAHDJT010000059.1,Wolbachia_genes,7876
NZ_JAHDJT010000058.1,Wolbachia_genes,7947
NZ_JAHDJT010000057.1,Wolbachia_genes,7998
NZ_JAATLA010000015.1,Wolbachia_genes,3906
NZ_JAATLA010000014.1,Wolbachia_genes,3365
NZ_JAATLA010000013.1,Wolbachia_genes,4901
NZ_JAATLA010000011.1,Wolbachia_genes,2330
NZ_JAATLE010000017.1,Wolbachia_genes,2063
NZ_JAATLE010000005.1,Wolbachia_genes,5358
NZ_JAATLF010000019.1,Wolbachia_genes,3281
NZ_JAATLF010000018.1,Wolbachia_genes,2050
NZ_JAATLF010000005.1,Wolbachia_genes,2444
NZ_JAATLB010000018.1,Wolbachia_genes,2970
NZ_JAATLB010000011.1,Wolbachia_genes,5638
NZ_JAATLB010000006.1,Wolbachia_genes,7271
NZ_JAATLB010000002.1,Wolbachia_genes,3588
NZ_MJMG01000004.1,Wolbachia_genes,6284
NZ_JQAM01000043.1,Wolbachia_genes,663
NZ_JQAM01000038.1,Wolbachia_genes,4337
NZ_JQAM01000037.1,Wolbachia_genes,5080
NZ_JQAM01000035.1,Wolbachia_genes,6635
NZ_JQAM01000022.1,Wolbachia_genes,7848
NZ_JQAM01000016.1,Wolbachia_genes,7645
NZ_JQAM01000012.1,Wolbachia_genes,2552
NZ_JQAM01000007.1,Wolbachia_genes,2990
NZ_JQAM01000004.1,Wolbachia_genes,2291
NZ_JQAM01000002.1,Wolbachia_genes,7597
NZ_CAOH01000116.1,Wolbachia_genes,503
NZ_CAOH01000115.1,Wolbachia_genes,513
NZ_CAOH01000114.1,Wolbachia_genes,514
NZ_CAOH01000113.1,Wolbachia_genes,545
NZ_CAOH01000112.1,Wolbachia_genes,556
NZ_CAOH01000111.1,Wolbachia_genes,586
NZ_CAOH01000110.1,Wolbachia_genes,629
NZ_CAOH01000108.1,Wolbachia_genes,830
NZ_CAOH01000107.1,Wolbachia_genes,837
NZ_CAOH01000106.1,Wolbachia_genes,865
NZ_CAOH01000105.1,Wolbachia_genes,926
NZ_CAOH01000104.1,Wolbachia_genes,959
NZ_CAOH01000103.1,Wolbachia_genes,962
NZ_CAOH01000102.1,Wolbachia_genes,1028
NZ_CAOH01000101.1,Wolbachia_genes,1030
NZ_CAOH01000100.1,Wolbachia_genes,1073
NZ_CAOH01000099.1,Wolbachia_genes,1255
NZ_CAOH01000098.1,Wolbachia_genes,1276
NZ_CAOH01000097.1,Wolbachia_genes,1354
NZ_CAOH01000096.1,Wolbachia_genes,1614
NZ_CAOH01000095.1,Wolbachia_genes,1690
NZ_CAOH01000094.1,Wolbachia_genes,1706
NZ_CAOH01000093.1,Wolbachia_genes,1975
NZ_CAOH01000092.1,Wolbachia_genes,1993
NZ_CAOH01000091.1,Wolbachia_genes,2088
NZ_CAOH01000087.1,Wolbachia_genes,7499
NZ_CAOH01000083.1,Wolbachia_genes,7980
NZ_CAOH01000081.1,Wolbachia_genes,644
NZ_CAOH01000079.1,Wolbachia_genes,3380
NZ_CAOH01000077.1,Wolbachia_genes,7228
NZ_CAOH01000072.1,Wolbachia_genes,1595
NZ_CAOH01000071.1,Wolbachia_genes,5357
NZ_CAOH01000068.1,Wolbachia_genes,3083
NZ_CAOH01000067.1,Wolbachia_genes,1435
NZ_CAOH01000065.1,Wolbachia_genes,6480
NZ_CAOH01000064.1,Wolbachia_genes,4781
NZ_CAOH01000063.1,Wolbachia_genes,1227
NZ_CAOH01000062.1,Wolbachia_genes,4184
NZ_CAOH01000061.1,Wolbachia_genes,644
NZ_CAOH01000060.1,Wolbachia_genes,2570
NZ_CAOH01000057.1,Wolbachia_genes,2772
NZ_CAOH01000055.1,Wolbachia_genes,2148
NZ_CAOH01000054.1,Wolbachia_genes,1014
NZ_CAOH01000053.1,Wolbachia_genes,992
NZ_CAOH01000050.1,Wolbachia_genes,5433
NZ_CAOH01000049.1,Wolbachia_genes,7572
NZ_CAOH01000048.1,Wolbachia_genes,2540
NZ_CAOH01000047.1,Wolbachia_genes,2886
NZ_CAOH01000045.1,Wolbachia_genes,3079
NZ_CAOH01000044.1,Wolbachia_genes,3804
NZ_CAOH01000043.1,Wolbachia_genes,3502
NZ_CAOH01000041.1,Wolbachia_genes,1133
NZ_CAOH01000039.1,Wolbachia_genes,5978
NZ_CAOH01000038.1,Wolbachia_genes,902
NZ_CAOH01000035.1,Wolbachia_genes,2819
NZ_CAOH01000034.1,Wolbachia_genes,1458
NZ_CAOH01000033.1,Wolbachia_genes,1281
NZ_CAOH01000032.1,Wolbachia_genes,2152
NZ_CAOH01000031.1,Wolbachia_genes,1030
NZ_CAOH01000030.1,Wolbachia_genes,2337
NZ_CAOH01000027.1,Wolbachia_genes,3335
NZ_CAOH01000026.1,Wolbachia_genes,2762
NZ_CAOH01000025.1,Wolbachia_genes,4040
NZ_CAOH01000024.1,Wolbachia_genes,4834
NZ_CAOH01000023.1,Wolbachia_genes,3320
NZ_CAOH01000022.1,Wolbachia_genes,2389
NZ_CAOH01000019.1,Wolbachia_genes,2724
NZ_CAOH01000013.1,Wolbachia_genes,6580
NZ_CAOH01000007.1,Wolbachia_genes,2487
NZ_CAOH01000006.1,Wolbachia_genes,2045
NZ_CAOH01000005.1,Wolbachia_genes,2625
NZ_CAOH01000004.1,Wolbachia_genes,1266
NZ_CAOH01000003.1,Wolbachia_genes,3637
NZ_CAOH01000002.1,Wolbachia_genes,1014
NZ_CAOH01000001.1,Wolbachia_genes,4157
NZ_JBIXJM010000254.1,Wolbachia_genes,1460
NZ_JBIXJM010000253.1,Wolbachia_genes,979
NZ_JBIXJM010000251.1,Wolbachia_genes,6164
NZ_JBIXJM010000250.1,Wolbachia_genes,7382
NZ_JBIXJM010000246.1,Wolbachia_genes,4954
NZ_JBIXJM010000245.1,Wolbachia_genes,5524
NZ_JBIXJM010000240.1,Wolbachia_genes,5259
NZ_JBIXJM010000235.1,Wolbachia_genes,4886
NZ_JBIXJM010000231.1,Wolbachia_genes,1356
NZ_JBIXJM010000229.1,Wolbachia_genes,6585
NZ_JBIXJM010000228.1,Wolbachia_genes,7104
NZ_JBIXJM010000226.1,Wolbachia_genes,3933
NZ_JBIXJM010000225.1,Wolbachia_genes,2743
NZ_JBIXJM010000224.1,Wolbachia_genes,3275
NZ_JBIXJM010000223.1,Wolbachia_genes,2331
NZ_JBIXJM010000222.1,Wolbachia_genes,2525
NZ_JBIXJM010000221.1,Wolbachia_genes,3243
NZ_JBIXJM010000220.1,Wolbachia_genes,2626
NZ_JBIXJM010000218.1,Wolbachia_genes,1980
NZ_JBIXJM010000217.1,Wolbachia_genes,2069
NZ_JBIXJM010000216.1,Wolbachia_genes,2538
NZ_JBIXJM010000215.1,Wolbachia_genes,5840
NZ_JBIXJM010000214.1,Wolbachia_genes,3600
NZ_JBIXJM010000213.1,Wolbachia_genes,6171
NZ_JBIXJM010000211.1,Wolbachia_genes,7865
NZ_JBIXJM010000210.1,Wolbachia_genes,5285
NZ_JBIXJM010000209.1,Wolbachia_genes,1807
NZ_JBIXJM010000208.1,Wolbachia_genes,2450
NZ_JBIXJM010000207.1,Wolbachia_genes,2830
NZ_JBIXJM010000206.1,Wolbachia_genes,2074
NZ_JBIXJM010000205.1,Wolbachia_genes,2882
NZ_JBIXJM010000203.1,Wolbachia_genes,6886
NZ_JBIXJM010000201.1,Wolbachia_genes,4210
NZ_JBIXJM010000200.1,Wolbachia_genes,3624
NZ_JBIXJM010000198.1,Wolbachia_genes,5766
NZ_JBIXJM010000197.1,Wolbachia_genes,3121
NZ_JBIXJM010000195.1,Wolbachia_genes,4148
NZ_JBIXJM010000194.1,Wolbachia_genes,3764
NZ_JBIXJM010000192.1,Wolbachia_genes,2634
NZ_JBIXJM010000190.1,Wolbachia_genes,5688
NZ_JBIXJM010000189.1,Wolbachia_genes,5665
NZ_JBIXJM010000188.1,Wolbachia_genes,6779
NZ_JBIXJM010000187.1,Wolbachia_genes,2411
NZ_JBIXJM010000186.1,Wolbachia_genes,4291
NZ_JBIXJM010000185.1,Wolbachia_genes,4165
NZ_JBIXJM010000184.1,Wolbachia_genes,2689
NZ_JBIXJM010000183.1,Wolbachia_genes,4572
NZ_JBIXJM010000181.1,Wolbachia_genes,1881
NZ_JBIXJM010000180.1,Wolbachia_genes,5326
NZ_JBIXJM010000178.1,Wolbachia_genes,4935
NZ_JBIXJM010000177.1,Wolbachia_genes,5150
NZ_JBIXJM010000176.1,Wolbachia_genes,1905
NZ_JBIXJM010000175.1,Wolbachia_genes,5707
NZ_JBIXJM010000174.1,Wolbachia_genes,1295
NZ_JBIXJM010000173.1,Wolbachia_genes,2124
NZ_JBIXJM010000172.1,Wolbachia_genes,4661
NZ_JBIXJM010000171.1,Wolbachia_genes,4343
NZ_JBIXJM010000170.1,Wolbachia_genes,5234
NZ_JBIXJM010000168.1,Wolbachia_genes,3975
NZ_JBIXJM010000167.1,Wolbachia_genes,1982
NZ_JBIXJM010000166.1,Wolbachia_genes,4827
NZ_JBIXJM010000164.1,Wolbachia_genes,1442
NZ_JBIXJM010000163.1,Wolbachia_genes,1981
NZ_JBIXJM010000160.1,Wolbachia_genes,5262
NZ_JBIXJM010000158.1,Wolbachia_genes,4840
NZ_JBIXJM010000157.1,Wolbachia_genes,3872
NZ_JBIXJM010000156.1,Wolbachia_genes,2183
NZ_JBIXJM010000155.1,Wolbachia_genes,5075
NZ_JBIXJM010000154.1,Wolbachia_genes,3650
NZ_JBIXJM010000153.1,Wolbachia_genes,3021
NZ_JBIXJM010000151.1,Wolbachia_genes,7661
NZ_JBIXJM010000149.1,Wolbachia_genes,5719
NZ_JBIXJM010000148.1,Wolbachia_genes,1453
NZ_JBIXJM010000146.1,Wolbachia_genes,2686
NZ_JBIXJM010000145.1,Wolbachia_genes,5600
NZ_JBIXJM010000143.1,Wolbachia_genes,1736
NZ_JBIXJM010000141.1,Wolbachia_genes,4421
NZ_JBIXJM010000140.1,Wolbachia_genes,6478
NZ_JBIXJM010000139.1,Wolbachia_genes,5207
NZ_JBIXJM010000138.1,Wolbachia_genes,3840
NZ_JBIXJM010000136.1,Wolbachia_genes,3982
NZ_JBIXJM010000135.1,Wolbachia_genes,7546
NZ_JBIXJM010000134.1,Wolbachia_genes,3497
NZ_JBIXJM010000133.1,Wolbachia_genes,1717
NZ_JBIXJM010000132.1,Wolbachia_genes,4128
NZ_JBIXJM010000131.1,Wolbachia_genes,4707
NZ_JBIXJM010000130.1,Wolbachia_genes,7302
NZ_JBIXJM010000128.1,Wolbachia_genes,5032
NZ_JBIXJM010000127.1,Wolbachia_genes,3062
NZ_JBIXJM010000126.1,Wolbachia_genes,2447
NZ_JBIXJM010000123.1,Wolbachia_genes,7403
NZ_JBIXJM010000122.1,Wolbachia_genes,3339
NZ_JBIXJM010000121.1,Wolbachia_genes,1293
NZ_JBIXJM010000120.1,Wolbachia_genes,944
NZ_JBIXJM010000119.1,Wolbachia_genes,6570
NZ_JBIXJM010000118.1,Wolbachia_genes,3727
NZ_JBIXJM010000116.1,Wolbachia_genes,7332
NZ_JBIXJM010000115.1,Wolbachia_genes,7180
NZ_JBIXJM010000114.1,Wolbachia_genes,1002
NZ_JBIXJM010000113.1,Wolbachia_genes,4006
NZ_JBIXJM010000112.1,Wolbachia_genes,2415
NZ_JBIXJM010000111.1,Wolbachia_genes,4936
NZ_JBIXJM010000110.1,Wolbachia_genes,6458
NZ_JBIXJM010000109.1,Wolbachia_genes,1774
NZ_JBIXJM010000108.1,Wolbachia_genes,1626
NZ_JBIXJM010000107.1,Wolbachia_genes,2640
NZ_JBIXJM010000106.1,Wolbachia_genes,1560
NZ_JBIXJM010000105.1,Wolbachia_genes,1873
NZ_JBIXJM010000103.1,Wolbachia_genes,553
NZ_JBIXJM010000102.1,Wolbachia_genes,609
NZ_JBIXJM010000100.1,Wolbachia_genes,925
NZ_JBIXJM010000099.1,Wolbachia_genes,1853
NZ_JBIXJM010000098.1,Wolbachia_genes,1084
NZ_JBIXJM010000097.1,Wolbachia_genes,650
NZ_JBIXJM010000096.1,Wolbachia_genes,658
NZ_JBIXJM010000095.1,Wolbachia_genes,522
NZ_JBIXJM010000094.1,Wolbachia_genes,504
NZ_JBIXJM010000093.1,Wolbachia_genes,853
NZ_JBIXJM010000092.1,Wolbachia_genes,1657
NZ_JBIXJM010000091.1,Wolbachia_genes,979
NZ_JBIXJM010000090.1,Wolbachia_genes,2486
NZ_JBIXJM010000089.1,Wolbachia_genes,513
NZ_JBIXJM010000087.1,Wolbachia_genes,3800
NZ_JBIXJM010000086.1,Wolbachia_genes,2549
NZ_JBIXJM010000085.1,Wolbachia_genes,2254
NZ_JBIXJM010000084.1,Wolbachia_genes,933
NZ_JBIXJM010000083.1,Wolbachia_genes,935
NZ_JBIXJM010000082.1,Wolbachia_genes,1087
NZ_JBIXJM010000081.1,Wolbachia_genes,625
NZ_JBIXJM010000080.1,Wolbachia_genes,2755
NZ_JBIXJM010000079.1,Wolbachia_genes,2913
NZ_JBIXJM010000078.1,Wolbachia_genes,876
NZ_JBIXJM010000077.1,Wolbachia_genes,811
NZ_JBIXJM010000076.1,Wolbachia_genes,621
NZ_JBIXJM010000075.1,Wolbachia_genes,608
NZ_JBIXJM010000074.1,Wolbachia_genes,551
NZ_JBIXJM010000073.1,Wolbachia_genes,2409
NZ_JBIXJM010000072.1,Wolbachia_genes,3246
NZ_JBIXJM010000071.1,Wolbachia_genes,599
NZ_JBIXJM010000070.1,Wolbachia_genes,6749
NZ_JBIXJM010000069.1,Wolbachia_genes,611
NZ_JBIXJM010000067.1,Wolbachia_genes,1648
NZ_JBIXJM010000066.1,Wolbachia_genes,1822
NZ_JBIXJM010000064.1,Wolbachia_genes,3178
NZ_JBIXJM010000063.1,Wolbachia_genes,3946
NZ_JBIXJM010000062.1,Wolbachia_genes,2946
NZ_JBIXJM010000061.1,Wolbachia_genes,865
NZ_JBIXJM010000060.1,Wolbachia_genes,605
NZ_JBIXJM010000059.1,Wolbachia_genes,634
NZ_JBIXJM010000058.1,Wolbachia_genes,2381
NZ_JBIXJM010000057.1,Wolbachia_genes,1037
NZ_JBIXJM010000056.1,Wolbachia_genes,4262
NZ_JBIXJM010000055.1,Wolbachia_genes,4487
NZ_JBIXJM010000054.1,Wolbachia_genes,1080
NZ_JBIXJM010000053.1,Wolbachia_genes,648
NZ_JBIXJM010000052.1,Wolbachia_genes,2450
NZ_JBIXJM010000051.1,Wolbachia_genes,544
NZ_JBIXJM010000050.1,Wolbachia_genes,570
NZ_JBIXJM010000049.1,Wolbachia_genes,908
NZ_JBIXJM010000048.1,Wolbachia_genes,4658
NZ_JBIXJM010000047.1,Wolbachia_genes,4328
NZ_JBIXJM010000046.1,Wolbachia_genes,7325
NZ_JBIXJM010000045.1,Wolbachia_genes,2972
